company_id,type,rule_id,text,confidence_pct
INDUSINDBK,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.5
INFY,con,C003,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,76.2
INFY,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
INFY,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,84.4
INFY,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,80.4
INFY,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
IOC,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
IOC,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.1
IOC,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.1
IOC,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.1
IRCTC,con,C003,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,86.2
IRCTC,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
IRCTC,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,89.4
IRCTC,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,85.6
IRCTC,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.5
IRCTC,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.2
IRCTC,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,79.3
IRCTC,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,79.2
IRCTC,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.0
IRFC,con,C011,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,99.0
IRFC,con,C006,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,79.8
IRFC,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,76.3
IRFC,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
IRFC,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,75.9
IRFC,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,75.3
IRFC,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.1
IRFC,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.2
IRFC,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.1
IRFC,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.2
ITC,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
ITC,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
ITC,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
ITC,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,81.0
ITC,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,79.8
ITC,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
ITC,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.1
JINDALSTEL,con,C012,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.6
JINDALSTEL,pro,P000,The latest available evidence includes at least one stable operating or balance-sheet characteristic,61.0
JIOFIN,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.6
JIOFIN,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
JIOFIN,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
JIOFIN,pro,P003,Debt-free balance sheet provides financial flexibility and eliminates interest burden,98.0
JSWENERGY,con,C008,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,83.0
JSWENERGY,con,C011,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,81.0
JSWENERGY,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73.9
JSWENERGY,con,C012,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,72.3
JSWENERGY,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,91.9
JSWENERGY,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,86.4
JSWENERGY,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,85.6
JSWENERGY,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.1
JSWENERGY,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.3
JSWSTEEL,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
JSWSTEEL,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.6
KOTAKBANK,con,C011,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,81.8
KOTAKBANK,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.5
KOTAKBANK,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
KOTAKBANK,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.9
KOTAKBANK,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,75.5
KOTAKBANK,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.3
KOTAKBANK,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.4
LICI,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
LICI,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,99.0
LICI,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
LICI,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,99.0
LICI,pro,P003,Debt-free balance sheet provides financial flexibility and eliminates interest burden,98.0
LICI,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,91.4
LICI,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,79.1
LODHA,con,C012,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,79.8
LODHA,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.0
LODHA,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.7
LODHA,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.8
LT,con,C003,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,76.0
LT,con,C008,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.9
LT,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,99.0
LT,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,78.7
LTIM,con,C003,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,76.1
LTIM,con,C008,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.9
LTIM,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94.2
LTIM,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.3
LTIM,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,81.7
LTIM,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
LTIM,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,77.9
LTIM,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.8
M&M,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
M&M,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,79.5
M&M,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.2
MARUTI,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
MARUTI,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
MARUTI,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,82.7
MARUTI,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
MARUTI,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.5
MOTHERSON,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
MOTHERSON,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,79.8
MOTHERSON,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
MOTHERSON,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,72.7
NAUKRI,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79.0
NAUKRI,con,C008,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.0
NAUKRI,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,92.1
NAUKRI,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.0
NAUKRI,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72.1
NESTLEIND,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
NESTLEIND,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,99.0
NESTLEIND,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
NESTLEIND,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,79.4
NESTLEIND,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
NESTLEIND,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.4
NESTLEIND,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.3
NHPC,con,C011,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,83.5
NHPC,con,C012,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.6
NHPC,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.1
NHPC,con,C008,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,73.9
NHPC,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,94.9
NHPC,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
NHPC,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.9
NTPC,con,C011,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,79.5
NTPC,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.8
ONGC,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
ONGC,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
ONGC,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.0
PFC,con,C011,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,99.0
PFC,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.5
PFC,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.7
PFC,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80.2
PFC,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.8
PIDILITIND,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
PIDILITIND,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
PIDILITIND,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,79.6
PIDILITIND,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.7
PNB,con,C006,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,80.9
PNB,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.7
PNB,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.9
POWERGRID,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
POWERGRID,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
POWERGRID,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
POWERGRID,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,76.4
POWERGRID,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,75.8
POWERGRID,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.7
RECLTD,con,C011,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,99.0
RECLTD,con,C002,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,88.0
RECLTD,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.7
RECLTD,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
RECLTD,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.4
RECLTD,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.7
RELIANCE,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
RELIANCE,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,80.8
RELIANCE,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,77.4
RELIANCE,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.1
SBILIFE,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
SBILIFE,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
SBILIFE,pro,P003,Debt-free balance sheet provides financial flexibility and eliminates interest burden,98.0
SBILIFE,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79.2
SBIN,con,C006,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,79.5
SBIN,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,99.0
SBIN,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
SBIN,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,99.0
SHREECEM,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
SHREECEM,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78.5
SHREECEM,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,76.8
SHREECEM,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.0
SHRIRAMFIN,con,C011,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95.6
SHRIRAMFIN,con,C002,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,88.0
SHRIRAMFIN,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,78.7
SHRIRAMFIN,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.9
SHRIRAMFIN,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,73.9
SHRIRAMFIN,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.6
SHRIRAMFIN,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,73.5
SIEMENS,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
SIEMENS,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
SIEMENS,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,78.8
SIEMENS,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.7
SIEMENS,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,78.4
SIEMENS,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.6
SUNPHARMA,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
SUNPHARMA,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
SUNPHARMA,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.5
SUNPHARMA,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.8
SUNPHARMA,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,79.5
SUNPHARMA,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,77.3
SUNPHARMA,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.5
SUNPHARMA,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.8
TATACONSUM,con,C008,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74.2
TATACONSUM,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,72.9
TATACONSUM,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,86.5
TATACONSUM,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,85.1
TATACONSUM,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
TATACONSUM,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.6
TATACONSUM,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.6
TATACONSUM,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.0
TATAMOTORS,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
TATAMOTORS,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,99.0
TATAMOTORS,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,79.7
TATAMOTORS,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,78.6
TATAPOWER,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
TATAPOWER,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.5
TATASTEEL,con,C009,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,99.0
TATASTEEL,con,C004,Company reported a net loss in the most recent financial year,96.0
TATASTEEL,con,C003,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,90.3
TATASTEEL,con,C005,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,86.0
TATASTEEL,con,C011,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,84.9
TATASTEEL,con,C006,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,84.5
TATASTEEL,con,C010,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,78.4
TATASTEEL,con,C008,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.9
TATASTEEL,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
TCS,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
TCS,pro,P007,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
TCS,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,98.1
TCS,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,81.8
TCS,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
TCS,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.7
TECHM,con,C009,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,99.0
TECHM,con,C007,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85.0
TECHM,con,C003,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,83.3
TECHM,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
TITAN,con,C008,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,81.7
TITAN,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,87.6
TITAN,pro,P001,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78.6
TITAN,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,76.4
TITAN,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.9
TITAN,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.5
TITAN,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.3
TORNTPHARM,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
TORNTPHARM,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.7
TORNTPHARM,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.4
TORNTPHARM,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,85.1
TORNTPHARM,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,80.6
TORNTPHARM,pro,P002,Strong free cash flow generation over 5 years signals healthy business fundamentals,79.0
TORNTPHARM,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,78.0
TORNTPHARM,pro,P005,Operating profit margin above 25% indicates strong pricing power and cost discipline,76.4
TRENT,con,C000,No prescribed risk threshold fired; valuation assumptions and primary filings still require monitoring,61.0
TRENT,pro,P006,Net profit compounding at above 20% over 5 years creates significant shareholder value,99.0
TRENT,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
TRENT,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,99.0
TRENT,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,99.0
TRENT,pro,P004,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,91.3
TRENT,pro,P008,Consistent dividend yield above 2% backed by positive free cash flow,77.8
TVSMOTOR,con,C002,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,88.0
TVSMOTOR,con,C001,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,84.7
TVSMOTOR,con,C011,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.2
TVSMOTOR,pro,P010,Return on equity improving for 3 consecutive years shows strengthening business quality,83.6
TVSMOTOR,pro,P012,Growing asset base funded by internal accruals reflects self-sustaining growth,81.0
TVSMOTOR,pro,P011,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.5
TVSMOTOR,pro,P009,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74.1
